,Year,Month,Unemployment Rate,Date,Age,Unemployment level,Employment Level,RoC_Unemployment_level,RoC_Unemployment_rate,RoC_Employment_level
2920,1990,Jun,2.8,1990-06,55 years and above,416,14527,-87,0.5,-318
2921,1991,Jun,4.2,1991-06,55 years and above,630,14339,214,-1.4,-188
2922,1992,Jun,5.3,1992-06,55 years and above,805,14325,175,-1.1,-14
2923,1993,Jun,4.3,1993-06,55 years and above,655,14487,-150,1,162
2924,1994,Jun,4,1994-06,55 years and above,613,14877,-42,0.3,390
2925,1995,Jun,3.8,1995-06,55 years and above,583,14923,-30,0.2,46
2926,1996,Jun,3.5,1996-06,55 years and above,560,15468,-23,0.3,545
2927,1997,Jun,3.2,1997-06,55 years and above,519,15940,-41,0.3,472
2928,1998,Jun,2.6,1998-06,55 years and above,438,16484,-81,0.6,544
2929,1999,Jun,3.1,1999-06,55 years and above,548,17264,110,-0.5,780
2930,2000,Jun,2.3,2000-06,55 years and above,434,18176,-114,0.8,912
2931,2001,Jun,2.7,2001-06,55 years and above,519,18860,85,-0.4,684
2932,2002,Jun,3.9,2002-06,55 years and above,814,19968,295,-1.2,1108
2933,2003,Jun,4.4,2003-06,55 years and above,966,21097,152,-0.5,1129
2934,2004,Jun,4.1,2004-06,55 years and above,930,22007,-36,0.3,910
2935,2005,Jun,3.1,2005-06,55 years and above,764,23494,-166,1,1487
2936,2006,Jun,3,2006-06,55 years and above,770,24688,6,0.1,1194
2937,2007,Jun,3.1,2007-06,55 years and above,815,25742,45,-0.1,1054
2938,2008,Jun,3.3,2008-06,55 years and above,924,26742,109,-0.2,1000
2939,2009,Jun,7,2009-06,55 years and above,2026,27104,1102,-3.7,362
2940,2010,Jun,6.8,2010-06,55 years and above,2048,27992,22,0.2,888
2941,2011,Jun,6.9,2011-06,55 years and above,2129,28682,81,-0.1,690
2942,2012,Jun,6.2,2012-06,55 years and above,2004,30471,-125,0.7,1789
2943,2013,Jun,5.4,2013-06,55 years and above,1791,31496,-213,0.8,1025
2944,2014,Jun,4.5,2014-06,55 years and above,1509,32282,-282,0.9,786
2945,2015,Jun,3.7,2015-06,55 years and above,1279,33404,-230,0.8,1122
2946,2016,Jun,3.5,2016-06,55 years and above,1253,34438,-26,0.2,1034
2947,2017,Jun,3.1,2017-06,55 years and above,1113,35366,-140,0.4,928
2948,2018,Jun,3,2018-06,55 years and above,1119,36312,6,0.1,946
2949,2019,Jun,2.9,2019-06,55 years and above,1097,36946,-22,0.1,634
2950,2020,Jun,9.6,2020-06,55 years and above,3599,34064,2502,-6.7,-2882
2951,2021,Jun,4.9,2021-06,55 years and above,1825,35772,-1774,4.7,1708
2952,2022,Jun,2.7,2022-06,55 years and above,1039,37106,-786,2.2,1334
2953,2023,Jun,2.6,2023-06,55 years and above,978,37228,-61,0.1,122
2954,1969,Jul,2,1969-07,55 years and above,294,14070,-684,0.6,-23158
2955,1970,Jul,2.9,1970-07,55 years and above,421,14067,127,-0.9,-3
2956,1971,Jul,3.1,1971-07,55 years and above,453,13963,32,-0.2,-104
2957,1972,Jul,3.4,1972-07,55 years and above,495,14023,42,-0.3,60
2958,1973,Jul,2.8,1973-07,55 years and above,399,13880,-96,0.6,-143
2959,1974,Jul,2.8,1974-07,55 years and above,402,13822,3,0,-58
2960,1975,Jul,4.9,1975-07,55 years and above,701,13714,299,-2.1,-108
2961,1976,Jul,4.9,1976-07,55 years and above,699,13607,-2,0,-107
2962,1977,Jul,3.9,1977-07,55 years and above,566,13839,-133,1,232
2963,1978,Jul,3.1,1978-07,55 years and above,467,14382,-99,0.8,543
2964,1979,Jul,3.1,1979-07,55 years and above,471,14488,4,0,106
2965,1980,Jul,3.4,1980-07,55 years and above,516,14541,45,-0.3,53
2966,1981,Jul,3.5,1981-07,55 years and above,525,14516,9,-0.1,-25
2967,1982,Jul,5.1,1982-07,55 years and above,778,14364,253,-1.6,-152
2968,1983,Jul,5.2,1983-07,55 years and above,787,14224,9,-0.1,-140
2969,1984,Jul,4.4,1984-07,55 years and above,653,14208,-134,0.8,-16
2970,1985,Jul,4.5,1985-07,55 years and above,661,14172,8,-0.1,-36
2971,1986,Jul,3.9,1986-07,55 years and above,582,14487,-79,0.6,315
2972,1987,Jul,3.1,1987-07,55 years and above,463,14533,-119,0.8,46
2973,1988,Jul,3,1988-07,55 years and above,447,14496,-16,0.1,-37
2974,1989,Jul,3.1,1989-07,55 years and above,475,14885,28,-0.1,389
2975,1990,Jul,3.1,1990-07,55 years and above,465,14502,-10,0,-383
2976,1991,Jul,3.9,1991-07,55 years and above,582,14328,117,-0.8,-174
2977,1992,Jul,5.3,1992-07,55 years and above,803,14358,221,-1.4,30
2978,1993,Jul,4.3,1993-07,55 years and above,637,14311,-166,1,-47
2979,1994,Jul,4.1,1994-07,55 years and above,635,14807,-2,0.2,496
2980,1995,Jul,3.8,1995-07,55 years and above,592,15115,-43,0.3,308
2981,1996,Jul,3.7,1996-07,55 years and above,590,15536,-2,0.1,421
2982,1997,Jul,3,1997-07,55 years and above,484,15912,-106,0.7,376
2983,1998,Jul,2.8,1998-07,55 years and above,479,16549,-5,0.2,637
2984,1999,Jul,3,1999-07,55 years and above,541,17284,62,-0.2,735
2985,2000,Jul,2.5,2000-07,55 years and above,461,18206,-80,0.5,922
2986,2001,Jul,2.9,2001-07,55 years and above,563,18958,102,-0.4,752
2987,2002,Jul,3.7,2002-07,55 years and above,768,20117,205,-0.8,1159
2988,2003,Jul,4.1,2003-07,55 years and above,901,21103,133,-0.4,986
2989,2004,Jul,3.5,2004-07,55 years and above,815,22154,-86,0.6,1051
2990,2005,Jul,3.4,2005-07,55 years and above,820,23546,5,0.1,1392
2991,2006,Jul,3.1,2006-07,55 years and above,789,24677,-31,0.3,1131
2992,2007,Jul,3.2,2007-07,55 years and above,854,25923,65,-0.1,1246
2993,2008,Jul,3.7,2008-07,55 years and above,1030,26872,176,-0.5,949
2994,2009,Jul,6.8,2009-07,55 years and above,1965,27132,935,-3.1,260
2995,2010,Jul,6.8,2010-07,55 years and above,2050,28077,85,0,945
2996,2011,Jul,6.8,2011-07,55 years and above,2110,28729,60,0,652
2997,2012,Jul,6.2,2012-07,55 years and above,1986,30235,-124,0.6,1506
2998,2013,Jul,5,2013-07,55 years and above,1649,31520,-337,1.2,1285
2999,2014,Jul,4.5,2014-07,55 years and above,1539,32405,-110,0.5,885
3000,2015,Jul,3.7,2015-07,55 years and above,1272,33560,-267,0.8,1155
3001,2016,Jul,3.6,2016-07,55 years and above,1303,34627,31,0.1,1067
3002,2017,Jul,3.1,2017-07,55 years and above,1135,35356,-168,0.5,729
3003,2018,Jul,3,2018-07,55 years and above,1141,36355,6,0.1,999
3004,2019,Jul,2.7,2019-07,55 years and above,1034,37528,-107,0.3,1173
3005,2020,Jul,8.8,2020-07,55 years and above,3333,34731,2299,-6.1,-2797
3006,2021,Jul,4.4,2021-07,55 years and above,1647,35992,-1686,4.4,1261
3007,2022,Jul,2.5,2022-07,55 years and above,956,37276,-691,1.9,1284
3008,2023,Jul,2.3,2023-07,55 years and above,881,37620,-75,0.2,344
3009,1969,Aug,2.1,1969-08,55 years and above,301,14119,-580,0.2,-23501
3010,1970,Aug,2.8,1970-08,55 years and above,404,14035,103,-0.7,-84
3011,1971,Aug,3.4,1971-08,55 years and above,497,13986,93,-0.6,-49
3012,1972,Aug,3.5,1972-08,55 years and above,517,14048,20,-0.1,62
3013,1973,Aug,2.7,1973-08,55 years and above,390,13874,-127,0.8,-174
3014,1974,Aug,3.2,1974-08,55 years and above,458,13812,68,-0.5,-62
3015,1975,Aug,4.7,1975-08,55 years and above,668,13614,210,-1.5,-198
3016,1976,Aug,4.7,1976-08,55 years and above,683,13728,15,0,114
3017,1977,Aug,3.8,1977-08,55 years and above,542,13846,-141,0.9,118
3018,1978,Aug,2.9,1978-08,55 years and above,425,14317,-117,0.9,471
3019,1979,Aug,3.1,1979-08,55 years and above,461,14570,36,-0.2,253
3020,1980,Aug,3.4,1980-08,55 years and above,521,14634,60,-0.3,64
3021,1981,Aug,3.5,1981-08,55 years and above,522,14457,1,-0.1,-177
3022,1982,Aug,5.1,1982-08,55 years and above,777,14319,255,-1.6,-138
3023,1983,Aug,5,1983-08,55 years and above,753,14226,-24,0.1,-93
3024,1984,Aug,4.5,1984-08,55 years and above,676,14189,-77,0.5,-37
3025,1985,Aug,4.2,1985-08,55 years and above,625,14288,-51,0.3,99
3026,1986,Aug,3.8,1986-08,55 years and above,574,14453,-51,0.4,165
3027,1987,Aug,3.3,1987-08,55 years and above,490,14531,-84,0.5,78
3028,1988,Aug,3.1,1988-08,55 years and above,473,14624,-17,0.2,93
3029,1989,Aug,3,1989-08,55 years and above,455,14771,-18,0.1,147
3030,1990,Aug,3.2,1990-08,55 years and above,479,14599,24,-0.2,-172
3031,1991,Aug,3.9,1991-08,55 years and above,577,14234,98,-0.7,-365
3032,1992,Aug,5,1992-08,55 years and above,752,14280,175,-1.1,46
3033,1993,Aug,4.2,1993-08,55 years and above,633,14489,-119,0.8,209
3034,1994,Aug,4.1,1994-08,55 years and above,640,14943,7,0.1,454
3035,1995,Aug,3.7,1995-08,55 years and above,584,15096,-56,0.4,153
3036,1996,Aug,3.2,1996-08,55 years and above,507,15573,-77,0.5,477
3037,1997,Aug,3.1,1997-08,55 years and above,515,16064,8,0.1,491
3038,1998,Aug,2.7,1998-08,55 years and above,461,16533,-54,0.4,469
3039,1999,Aug,2.7,1999-08,55 years and above,479,17339,18,0,806
3040,2000,Aug,2.7,2000-08,55 years and above,500,18331,21,0,992
3041,2001,Aug,3,2001-08,55 years and above,589,19085,89,-0.3,754
3042,2002,Aug,3.9,2002-08,55 years and above,820,20168,231,-0.9,1083
3043,2003,Aug,4.2,2003-08,55 years and above,921,21258,101,-0.3,1090
3044,2004,Aug,3.7,2004-08,55 years and above,859,22357,-62,0.5,1099
3045,2005,Aug,3.2,2005-08,55 years and above,794,23727,-65,0.5,1370
3046,2006,Aug,2.9,2006-08,55 years and above,733,24835,-61,0.3,1108
3047,2007,Aug,3.2,2007-08,55 years and above,847,25891,114,-0.3,1056
3048,2008,Aug,4.2,2008-08,55 years and above,1168,26938,321,-1,1047
3049,2009,Aug,6.8,2009-08,55 years and above,1978,27148,810,-2.6,210
3050,2010,Aug,7.4,2010-08,55 years and above,2241,28075,263,-0.6,927
3051,2011,Aug,6.6,2011-08,55 years and above,2056,28911,-185,0.8,836
3052,2012,Aug,5.8,2012-08,55 years and above,1896,30626,-160,0.8,1715
3053,2013,Aug,5,2013-08,55 years and above,1674,31747,-222,0.8,1121
3054,2014,Aug,4.5,2014-08,55 years and above,1527,32395,-147,0.5,648
3055,2015,Aug,3.8,2015-08,55 years and above,1319,33412,-208,0.7,1017
3056,2016,Aug,3.5,2016-08,55 years and above,1248,34466,-71,0.3,1054
3057,2017,Aug,3.1,2017-08,55 years and above,1152,35470,-96,0.4,1004
3058,2018,Aug,3,2018-08,55 years and above,1144,36500,-8,0.1,1030
3059,2019,Aug,2.6,2019-08,55 years and above,1004,37526,-140,0.4,1026
3060,2020,Aug,7.6,2020-08,55 years and above,2923,35384,1919,-5,-2142
3061,2021,Aug,3.9,2021-08,55 years and above,1483,36427,-1440,3.7,1043
3062,2022,Aug,2.7,2022-08,55 years and above,1018,37204,-465,1.2,777
3063,2023,Aug,2.7,2023-08,55 years and above,1036,37663,18,0,459
3064,1969,Sep,2.2,1969-09,55 years and above,311,14133,-725,0.5,-23530
3065,1970,Sep,3.1,1970-09,55 years and above,450,13988,139,-0.9,-145
3066,1971,Sep,3.2,1971-09,55 years and above,464,14047,14,-0.1,59
3067,1972,Sep,3.2,1972-09,55 years and above,462,14140,-2,0,93
3068,1973,Sep,2.7,1973-09,55 years and above,381,13838,-81,0.5,-302
3069,1974,Sep,3.1,1974-09,55 years and above,439,13774,58,-0.4,-64
3070,1975,Sep,4.6,1975-09,55 years and above,652,13613,213,-1.5,-161
3071,1976,Sep,4.7,1976-09,55 years and above,674,13760,22,-0.1,147
3072,1977,Sep,4,1977-09,55 years and above,586,13994,-88,0.7,234
3073,1978,Sep,3.3,1978-09,55 years and above,486,14351,-100,0.7,357
3074,1979,Sep,2.9,1979-09,55 years and above,440,14612,-46,0.4,261
3075,1980,Sep,3.5,1980-09,55 years and above,518,14479,78,-0.6,-133
3076,1981,Sep,3.8,1981-09,55 years and above,571,14299,53,-0.3,-180
3077,1982,Sep,5.1,1982-09,55 years and above,783,14518,212,-1.3,219
3078,1983,Sep,5,1983-09,55 years and above,752,14376,-31,0.1,-142
3079,1984,Sep,4.3,1984-09,55 years and above,644,14299,-108,0.7,-77
3080,1985,Sep,4,1985-09,55 years and above,592,14279,-52,0.3,-20
3081,1986,Sep,3.9,1986-09,55 years and above,587,14317,-5,0.1,38
3082,1987,Sep,3.4,1987-09,55 years and above,505,14477,-82,0.5,160
3083,1988,Sep,2.9,1988-09,55 years and above,437,14635,-68,0.5,158
3084,1989,Sep,3,1989-09,55 years and above,463,14762,26,-0.1,127
3085,1990,Sep,3.3,1990-09,55 years and above,503,14550,40,-0.3,-212
3086,1991,Sep,3.8,1991-09,55 years and above,565,14380,62,-0.5,-170
3087,1992,Sep,4.8,1992-09,55 years and above,728,14299,163,-1,-81
3088,1993,Sep,4.6,1993-09,55 years and above,696,14316,-32,0.2,17
3089,1994,Sep,3.7,1994-09,55 years and above,582,14961,-114,0.9,645
3090,1995,Sep,3.6,1995-09,55 years and above,570,15289,-12,0.1,328
3091,1996,Sep,3.3,1996-09,55 years and above,527,15522,-43,0.3,233
3092,1997,Sep,3,1997-09,55 years and above,505,16068,-22,0.3,546
3093,1998,Sep,2.7,1998-09,55 years and above,469,16755,-36,0.3,687
3094,1999,Sep,2.6,1999-09,55 years and above,457,17347,-12,0.1,592
3095,2000,Sep,2.7,2000-09,55 years and above,511,18273,54,-0.1,926
3096,2001,Sep,3.3,2001-09,55 years and above,651,19077,140,-0.6,804
3097,2002,Sep,3.8,2002-09,55 years and above,818,20441,167,-0.5,1364
3098,2003,Sep,4,2003-09,55 years and above,884,21278,66,-0.2,837
3099,2004,Sep,3.7,2004-09,55 years and above,857,22344,-27,0.3,1066
3100,2005,Sep,3.6,2005-09,55 years and above,889,23752,32,0.1,1408
3101,2006,Sep,2.9,2006-09,55 years and above,756,25019,-133,0.7,1267
3102,2007,Sep,3.1,2007-09,55 years and above,837,26025,81,-0.2,1006
3103,2008,Sep,4.2,2008-09,55 years and above,1179,26844,342,-1.1,819
3104,2009,Sep,6.7,2009-09,55 years and above,1965,27191,786,-2.5,347
3105,2010,Sep,7.1,2010-09,55 years and above,2142,28187,177,-0.4,996
3106,2011,Sep,6.6,2011-09,55 years and above,2065,29232,-77,0.5,1045
3107,2012,Sep,5.9,2012-09,55 years and above,1916,30727,-149,0.7,1495
3108,2013,Sep,5.2,2013-09,55 years and above,1745,31527,-171,0.7,800
3109,2014,Sep,3.9,2014-09,55 years and above,1326,32648,-419,1.3,1121
3110,2015,Sep,3.8,2015-09,55 years and above,1334,33425,8,0.1,777
3111,2016,Sep,3.6,2016-09,55 years and above,1280,34600,-54,0.2,1175
3112,2017,Sep,3.3,2017-09,55 years and above,1216,35549,-64,0.3,949
3113,2018,Sep,2.9,2018-09,55 years and above,1108,36496,-108,0.4,947
3114,2019,Sep,2.5,2019-09,55 years and above,975,37575,-133,0.4,1079
3115,2020,Sep,6.8,2020-09,55 years and above,2566,35271,1591,-4.3,-2304
3116,2021,Sep,3.6,2021-09,55 years and above,1354,36620,-1212,3.2,1349
3117,2022,Sep,2.4,2022-09,55 years and above,938,37550,-416,1.2,930
3118,1969,Oct,2.2,1969-10,55 years and above,324,14094,-614,0.2,-23456
3119,1970,Oct,3.1,1970-10,55 years and above,444,14062,120,-0.9,-32
3120,1971,Oct,2.9,1971-10,55 years and above,426,14129,-18,0.2,67
3121,1972,Oct,3.5,1972-10,55 years and above,504,14085,78,-0.6,-44
3122,1973,Oct,2.7,1973-10,55 years and above,380,13837,-124,0.8,-248
3123,1974,Oct,3.1,1974-10,55 years and above,446,13752,66,-0.4,-85
3124,1975,Oct,4.9,1975-10,55 years and above,703,13577,257,-1.8,-175
3125,1976,Oct,4.5,1976-10,55 years and above,648,13726,-55,0.4,149
3126,1977,Oct,4.2,1977-10,55 years and above,619,14064,-29,0.3,338
3127,1978,Oct,3.1,1978-10,55 years and above,465,14326,-154,1.1,262
3128,1979,Oct,3.1,1979-10,55 years and above,465,14646,0,0,320
3129,1980,Oct,3.3,1980-10,55 years and above,492,14477,27,-0.2,-169
3130,1981,Oct,3.8,1981-10,55 years and above,565,14365,73,-0.5,-112
3131,1982,Oct,5.4,1982-10,55 years and above,806,14251,241,-1.6,-114
3132,1983,Oct,4.8,1983-10,55 years and above,721,14345,-85,0.6,94
3133,1984,Oct,4.6,1984-10,55 years and above,687,14118,-34,0.2,-227
3134,1985,Oct,3.9,1985-10,55 years and above,581,14350,-106,0.7,232
3135,1986,Oct,4.1,1986-10,55 years and above,602,14217,21,-0.2,-133
3136,1987,Oct,3.2,1987-10,55 years and above,487,14646,-115,0.9,429
3137,1988,Oct,2.8,1988-10,55 years and above,422,14713,-65,0.4,67
3138,1989,Oct,3,1989-10,55 years and above,466,14841,44,-0.2,128
3139,1990,Oct,3.6,1990-10,55 years and above,537,14517,71,-0.6,-324
3140,1991,Oct,3.7,1991-10,55 years and above,547,14286,10,-0.1,-231
3141,1992,Oct,4.9,1992-10,55 years and above,729,14225,182,-1.2,-61
3142,1993,Oct,4.5,1993-10,55 years and above,682,14394,-47,0.4,169
3143,1994,Oct,4,1994-10,55 years and above,623,14989,-59,0.5,595
3144,1995,Oct,3.5,1995-10,55 years and above,563,15345,-60,0.5,356
3145,1996,Oct,3.2,1996-10,55 years and above,517,15525,-46,0.3,180
3146,1997,Oct,2.9,1997-10,55 years and above,477,16210,-40,0.3,685
3147,1998,Oct,2.7,1998-10,55 years and above,468,16826,-9,0.2,616
3148,1999,Oct,2.6,1999-10,55 years and above,466,17291,-2,0.1,465
3149,2000,Oct,2.7,2000-10,55 years and above,516,18295,50,-0.1,1004
3150,2001,Oct,3.5,2001-10,55 years and above,689,19156,173,-0.8,861
3151,2002,Oct,3.9,2002-10,55 years and above,829,20446,140,-0.4,1290
3152,2003,Oct,3.8,2003-10,55 years and above,847,21549,18,0.1,1103
3153,2004,Oct,3.8,2004-10,55 years and above,881,22341,34,0,792
3154,2005,Oct,3.2,2005-10,55 years and above,788,23904,-93,0.6,1563
3155,2006,Oct,3,2006-10,55 years and above,768,25104,-20,0.2,1200
3156,2007,Oct,3.1,2007-10,55 years and above,830,26001,62,-0.1,897
3157,2008,Oct,4.5,2008-10,55 years and above,1287,27125,457,-1.4,1124
3158,2009,Oct,6.9,2009-10,55 years and above,2027,27250,740,-2.4,125
3159,2010,Oct,7.1,2010-10,55 years and above,2150,27944,123,-0.2,694
3160,2011,Oct,7,2011-10,55 years and above,2203,29213,53,0.1,1269
3161,2012,Oct,5.9,2012-10,55 years and above,1940,30984,-263,1.1,1771
3162,2013,Oct,5.5,2013-10,55 years and above,1849,31472,-91,0.4,488
3163,2014,Oct,4.1,2014-10,55 years and above,1415,32740,-434,1.4,1268
3164,2015,Oct,3.5,2015-10,55 years and above,1220,33787,-195,0.6,1047
3165,2016,Oct,3.7,2016-10,55 years and above,1342,34685,122,-0.2,898
3166,2017,Oct,3.2,2017-10,55 years and above,1158,35465,-184,0.5,780
3167,2018,Oct,2.9,2018-10,55 years and above,1081,36570,-77,0.3,1105
3168,2019,Oct,2.7,2019-10,55 years and above,1022,37550,-59,0.2,980
3169,2020,Oct,5.5,2020-10,55 years and above,2067,35659,1045,-2.8,-1891
3170,2021,Oct,3.5,2021-10,55 years and above,1334,36482,-733,2,823
3171,2022,Oct,2.4,2022-10,55 years and above,938,37651,-396,1.1,1169
3172,1969,Nov,2,1969-11,55 years and above,289,14080,-649,0.4,-23571
3173,1970,Nov,3.3,1970-11,55 years and above,475,14048,186,-1.3,-32
3174,1971,Nov,3.4,1971-11,55 years and above,493,14165,18,-0.1,117
3175,1972,Nov,2.8,1972-11,55 years and above,404,13993,-89,0.6,-172
3176,1973,Nov,2.7,1973-11,55 years and above,382,13818,-22,0.1,-175
3177,1974,Nov,3.2,1974-11,55 years and above,447,13566,65,-0.5,-252
3178,1975,Nov,4.8,1975-11,55 years and above,676,13537,229,-1.6,-29
3179,1976,Nov,4.5,1976-11,55 years and above,640,13730,-36,0.3,193
3180,1977,Nov,4,1977-11,55 years and above,597,14145,-43,0.5,415
3181,1978,Nov,3,1978-11,55 years and above,443,14535,-154,1,390
3182,1979,Nov,2.9,1979-11,55 years and above,432,14633,-11,0.1,98
3183,1980,Nov,3.4,1980-11,55 years and above,503,14442,71,-0.5,-191
3184,1981,Nov,3.7,1981-11,55 years and above,551,14317,48,-0.3,-125
3185,1982,Nov,5.5,1982-11,55 years and above,832,14286,281,-1.8,-31
3186,1983,Nov,4.8,1983-11,55 years and above,724,14365,-108,0.7,79
3187,1984,Nov,4.4,1984-11,55 years and above,647,14178,-77,0.4,-187
3188,1985,Nov,3.8,1985-11,55 years and above,559,14280,-88,0.6,102
3189,1986,Nov,3.8,1986-11,55 years and above,562,14329,3,0,49
3190,1987,Nov,3.4,1987-11,55 years and above,510,14637,-52,0.4,308
3191,1988,Nov,2.8,1988-11,55 years and above,432,14841,-78,0.6,204
3192,1989,Nov,3.3,1989-11,55 years and above,510,14817,78,-0.5,-24
3193,1990,Nov,3.5,1990-11,55 years and above,533,14504,23,-0.2,-313
3194,1991,Nov,4.2,1991-11,55 years and above,620,14238,87,-0.7,-266
3195,1992,Nov,4.7,1992-11,55 years and above,703,14372,83,-0.5,134
3196,1993,Nov,4.2,1993-11,55 years and above,628,14427,-75,0.5,55
3197,1994,Nov,3.9,1994-11,55 years and above,610,15144,-18,0.3,717
3198,1995,Nov,3.8,1995-11,55 years and above,603,15249,-7,0.1,105
3199,1996,Nov,3,1996-11,55 years and above,484,15601,-119,0.8,352
3200,1997,Nov,2.7,1997-11,55 years and above,460,16447,-24,0.3,846
3201,1998,Nov,3,1998-11,55 years and above,523,16897,63,-0.3,450
3202,1999,Nov,2.6,1999-11,55 years and above,455,17302,-68,0.4,405
3203,2000,Nov,2.8,2000-11,55 years and above,532,18201,77,-0.2,899
3204,2001,Nov,3.5,2001-11,55 years and above,692,19200,160,-0.7,999
3205,2002,Nov,3.6,2002-11,55 years and above,774,20487,82,-0.1,1287
3206,2003,Nov,3.9,2003-11,55 years and above,885,21691,111,-0.3,1204
3207,2004,Nov,3.7,2004-11,55 years and above,879,22562,-6,0.2,871
3208,2005,Nov,3.2,2005-11,55 years and above,781,23856,-98,0.5,1294
3209,2006,Nov,3,2006-11,55 years and above,776,25219,-5,0.2,1363
3210,2007,Nov,3,2007-11,55 years and above,808,26228,32,0,1009
3211,2008,Nov,4.8,2008-11,55 years and above,1359,27119,551,-1.8,891
3212,2009,Nov,7,2009-11,55 years and above,2060,27331,701,-2.2,212
3213,2010,Nov,7.2,2010-11,55 years and above,2182,28069,122,-0.2,738
3214,2011,Nov,6.3,2011-11,55 years and above,1986,29304,-196,0.9,1235
3215,2012,Nov,5.8,2012-11,55 years and above,1909,31104,-77,0.5,1800
3216,2013,Nov,4.9,2013-11,55 years and above,1622,31636,-287,0.9,532
3217,2014,Nov,4.5,2014-11,55 years and above,1537,32797,-85,0.4,1161
3218,2015,Nov,3.7,2015-11,55 years and above,1312,33850,-225,0.8,1053
3219,2016,Nov,3.6,2016-11,55 years and above,1284,34700,-28,0.1,850
3220,2017,Nov,3.1,2017-11,55 years and above,1150,35585,-134,0.5,885
3221,2018,Nov,2.9,2018-11,55 years and above,1093,36778,-57,0.2,1193
3222,2019,Nov,2.6,2019-11,55 years and above,1022,37705,-71,0.3,927
3223,2020,Nov,5.8,2020-11,55 years and above,2201,35630,1179,-3.2,-2075
3224,2021,Nov,3.2,2021-11,55 years and above,1227,36702,-974,2.6,1072
3225,2022,Nov,2.5,2022-11,55 years and above,947,37446,-280,0.7,744
3226,1969,Dec,2.1,1969-12,55 years and above,308,14071,-639,0.4,-23375
