,Year,Month,Unemployment Rate,Date,Age,Unnamed: 0,Unemployment level
427,2011,Aug,14.5,2011-08,20 to 24 years,427,2203.0
428,2012,Aug,13.9,2012-08,20 to 24 years,428,2117.0
429,2013,Aug,13.2,2013-08,20 to 24 years,429,2051.0
430,2014,Aug,11.0,2014-08,20 to 24 years,430,1698.0
431,2015,Aug,9.1,2015-08,20 to 24 years,431,1426.0
432,2016,Aug,8.1,2016-08,20 to 24 years,432,1241.0
433,2017,Aug,6.9,2017-08,20 to 24 years,433,1066.0
434,2018,Aug,6.5,2018-08,20 to 24 years,434,974.0
435,2019,Aug,6.8,2019-08,20 to 24 years,435,1033.0
436,2020,Aug,14.0,2020-08,20 to 24 years,436,2003.0
437,2021,Aug,9.2,2021-08,20 to 24 years,437,1337.0
438,2022,Aug,7.0,2022-08,20 to 24 years,438,1022.0
439,2023,Aug,7.2,2023-08,20 to 24 years,439,1125.0
440,1969,Sep,6.2,1969-09,20 to 24 years,440,620.0
441,1970,Sep,9.3,1970-09,20 to 24 years,441,1010.0
442,1971,Sep,9.7,1971-09,20 to 24 years,442,1118.0
443,1972,Sep,9.2,1972-09,20 to 24 years,443,1125.0
444,1973,Sep,8.1,1973-09,20 to 24 years,444,1047.0
445,1974,Sep,9.6,1974-09,20 to 24 years,445,1300.0
446,1975,Sep,13.9,1975-09,20 to 24 years,446,1937.0
447,1976,Sep,11.7,1976-09,20 to 24 years,447,1670.0
448,1977,Sep,10.7,1977-09,20 to 24 years,448,1599.0
449,1978,Sep,9.4,1978-09,20 to 24 years,449,1454.0
450,1979,Sep,9.4,1979-09,20 to 24 years,450,1485.0
451,1980,Sep,12.2,1980-09,20 to 24 years,451,1940.0
452,1981,Sep,12.3,1981-09,20 to 24 years,452,1979.0
453,1982,Sep,15.3,1982-09,20 to 24 years,453,2453.0
454,1983,Sep,13.8,1983-09,20 to 24 years,454,2223.0
455,1984,Sep,11.4,1984-09,20 to 24 years,455,1825.0
456,1985,Sep,10.9,1985-09,20 to 24 years,456,1718.0
457,1986,Sep,11.1,1986-09,20 to 24 years,457,1717.0
458,1987,Sep,9.4,1987-09,20 to 24 years,458,1405.0
459,1988,Sep,8.2,1988-09,20 to 24 years,459,1181.0
460,1989,Sep,8.8,1989-09,20 to 24 years,460,1234.0
461,1990,Sep,9.2,1990-09,20 to 24 years,461,1350.0
462,1991,Sep,10.8,1991-09,20 to 24 years,462,1568.0
463,1992,Sep,11.3,1992-09,20 to 24 years,463,1634.0
464,1993,Sep,9.7,1993-09,20 to 24 years,464,1382.0
465,1994,Sep,9.2,1994-09,20 to 24 years,465,1304.0
466,1995,Sep,9.9,1995-09,20 to 24 years,466,1340.0
467,1996,Sep,8.9,1996-09,20 to 24 years,467,1192.0
468,1997,Sep,8.3,1997-09,20 to 24 years,468,1124.0
469,1998,Sep,8.4,1998-09,20 to 24 years,469,1156.0
470,1999,Sep,7.4,1999-09,20 to 24 years,470,1042.0
471,2000,Sep,6.5,2000-09,20 to 24 years,471,942.0
472,2001,Sep,8.4,2001-09,20 to 24 years,472,1238.0
473,2002,Sep,9.4,2002-09,20 to 24 years,473,1390.0
474,2003,Sep,10.5,2003-09,20 to 24 years,474,1569.0
475,2004,Sep,9.4,2004-09,20 to 24 years,475,1418.0
476,2005,Sep,8.6,2005-09,20 to 24 years,476,1308.0
477,2006,Sep,7.9,2006-09,20 to 24 years,477,1197.0
478,2007,Sep,9.0,2007-09,20 to 24 years,478,1371.0
479,2008,Sep,11.0,2008-09,20 to 24 years,479,1673.0
480,2009,Sep,15.3,2009-09,20 to 24 years,480,2262.0
481,2010,Sep,14.8,2010-09,20 to 24 years,481,2234.0
482,2011,Sep,14.6,2011-09,20 to 24 years,482,2240.0
483,2012,Sep,12.3,2012-09,20 to 24 years,483,1903.0
484,2013,Sep,12.8,2013-09,20 to 24 years,484,2009.0
485,2014,Sep,11.6,2014-09,20 to 24 years,485,1817.0
486,2015,Sep,9.2,2015-09,20 to 24 years,486,1422.0
487,2016,Sep,8.2,2016-09,20 to 24 years,487,1245.0
488,2017,Sep,7.6,2017-09,20 to 24 years,488,1160.0
489,2018,Sep,6.9,2018-09,20 to 24 years,489,1044.0
490,2019,Sep,6.3,2019-09,20 to 24 years,490,960.0
491,2020,Sep,12.5,2020-09,20 to 24 years,491,1813.0
492,2021,Sep,7.8,2021-09,20 to 24 years,492,1141.0
493,2022,Sep,7.0,2022-09,20 to 24 years,493,1030.0
494,1969,Oct,6.0,1969-10,20 to 24 years,495,604.0
495,1970,Oct,9.1,1970-10,20 to 24 years,496,987.0
496,1971,Oct,9.5,1971-10,20 to 24 years,497,1092.0
497,1972,Oct,9.6,1972-10,20 to 24 years,498,1187.0
498,1973,Oct,7.1,1973-10,20 to 24 years,499,917.0
499,1974,Oct,9.3,1974-10,20 to 24 years,500,1258.0
500,1975,Oct,13.7,1975-10,20 to 24 years,501,1888.0
501,1976,Oct,12.4,1976-10,20 to 24 years,502,1784.0
502,1977,Oct,10.4,1977-10,20 to 24 years,503,1558.0
503,1978,Oct,8.7,1978-10,20 to 24 years,504,1347.0
504,1979,Oct,9.5,1979-10,20 to 24 years,505,1500.0
505,1980,Oct,12.3,1980-10,20 to 24 years,506,1973.0
506,1981,Oct,12.6,1981-10,20 to 24 years,507,2039.0
507,1982,Oct,15.8,1982-10,20 to 24 years,508,2531.0
508,1983,Oct,13.6,1983-10,20 to 24 years,509,2181.0
509,1984,Oct,11.1,1984-10,20 to 24 years,510,1780.0
510,1985,Oct,11.1,1985-10,20 to 24 years,511,1742.0
511,1986,Oct,10.6,1986-10,20 to 24 years,512,1629.0
512,1987,Oct,8.8,1987-10,20 to 24 years,513,1295.0
513,1988,Oct,8.5,1988-10,20 to 24 years,514,1219.0
514,1989,Oct,8.7,1989-10,20 to 24 years,515,1217.0
515,1990,Oct,9.4,1990-10,20 to 24 years,516,1373.0
516,1991,Oct,11.4,1991-10,20 to 24 years,517,1663.0
517,1992,Oct,11.2,1992-10,20 to 24 years,518,1610.0
518,1993,Oct,10.1,1993-10,20 to 24 years,519,1439.0
519,1994,Oct,9.0,1994-10,20 to 24 years,520,1275.0
520,1995,Oct,9.5,1995-10,20 to 24 years,521,1286.0
521,1996,Oct,8.9,1996-10,20 to 24 years,522,1188.0
522,1997,Oct,8.6,1997-10,20 to 24 years,523,1160.0
523,1998,Oct,7.3,1998-10,20 to 24 years,524,992.0
524,1999,Oct,7.7,1999-10,20 to 24 years,525,1073.0
525,2000,Oct,6.7,2000-10,20 to 24 years,526,967.0
526,2001,Oct,9.1,2001-10,20 to 24 years,527,1334.0
527,2002,Oct,10.0,2002-10,20 to 24 years,528,1483.0
528,2003,Oct,9.8,2003-10,20 to 24 years,529,1463.0
529,2004,Oct,9.7,2004-10,20 to 24 years,530,1477.0
530,2005,Oct,8.3,2005-10,20 to 24 years,531,1268.0
531,2006,Oct,8.4,2006-10,20 to 24 years,532,1275.0
532,2007,Oct,8.6,2007-10,20 to 24 years,533,1297.0
533,2008,Oct,10.8,2008-10,20 to 24 years,534,1644.0
534,2009,Oct,15.8,2009-10,20 to 24 years,535,2328.0
535,2010,Oct,15.3,2010-10,20 to 24 years,536,2311.0
536,2011,Oct,13.9,2011-10,20 to 24 years,537,2151.0
537,2012,Oct,13.1,2012-10,20 to 24 years,538,2039.0
538,2013,Oct,12.2,2013-10,20 to 24 years,539,1892.0
539,2014,Oct,10.3,2014-10,20 to 24 years,540,1621.0
540,2015,Oct,9.2,2015-10,20 to 24 years,541,1424.0
541,2016,Oct,8.6,2016-10,20 to 24 years,542,1302.0
542,2017,Oct,7.4,2017-10,20 to 24 years,543,1131.0
543,2018,Oct,7.0,2018-10,20 to 24 years,544,1044.0
544,2019,Oct,6.4,2019-10,20 to 24 years,545,973.0
545,2020,Oct,11.0,2020-10,20 to 24 years,546,1626.0
546,2021,Oct,7.3,2021-10,20 to 24 years,547,1077.0
547,2022,Oct,6.9,2022-10,20 to 24 years,548,1021.0
548,1969,Nov,5.8,1969-11,20 to 24 years,550,580.0
549,1970,Nov,9.8,1970-11,20 to 24 years,551,1075.0
550,1971,Nov,10.4,1971-11,20 to 24 years,552,1204.0
551,1972,Nov,8.7,1972-11,20 to 24 years,553,1073.0
552,1973,Nov,7.4,1973-11,20 to 24 years,554,964.0
553,1974,Nov,10.5,1974-11,20 to 24 years,555,1429.0
554,1975,Nov,13.6,1975-11,20 to 24 years,556,1869.0
555,1976,Nov,12.3,1976-11,20 to 24 years,557,1792.0
556,1977,Nov,10.5,1977-11,20 to 24 years,558,1566.0
557,1978,Nov,9.2,1978-11,20 to 24 years,559,1429.0
558,1979,Nov,9.0,1979-11,20 to 24 years,560,1414.0
559,1980,Nov,12.1,1980-11,20 to 24 years,561,1934.0
560,1981,Nov,12.8,1981-11,20 to 24 years,562,2060.0
561,1982,Nov,16.4,1982-11,20 to 24 years,563,2639.0
562,1983,Nov,13.0,1983-11,20 to 24 years,564,2074.0
563,1984,Nov,10.9,1984-11,20 to 24 years,565,1757.0
564,1985,Nov,11.1,1985-11,20 to 24 years,566,1732.0
565,1986,Nov,10.0,1986-11,20 to 24 years,567,1543.0
566,1987,Nov,8.8,1987-11,20 to 24 years,568,1295.0
567,1988,Nov,8.5,1988-11,20 to 24 years,569,1224.0
568,1989,Nov,9.0,1989-11,20 to 24 years,570,1252.0
569,1990,Nov,9.4,1990-11,20 to 24 years,571,1368.0
570,1991,Nov,11.3,1991-11,20 to 24 years,572,1635.0
571,1992,Nov,11.2,1992-11,20 to 24 years,573,1630.0
572,1993,Nov,10.0,1993-11,20 to 24 years,574,1418.0
573,1994,Nov,9.2,1994-11,20 to 24 years,575,1293.0
574,1995,Nov,8.8,1995-11,20 to 24 years,576,1177.0
575,1996,Nov,9.1,1996-11,20 to 24 years,577,1219.0
576,1997,Nov,8.5,1997-11,20 to 24 years,578,1154.0
577,1998,Nov,6.8,1998-11,20 to 24 years,579,932.0
578,1999,Nov,7.6,1999-11,20 to 24 years,580,1064.0
579,2000,Nov,6.8,2000-11,20 to 24 years,581,983.0
580,2001,Nov,9.3,2001-11,20 to 24 years,582,1362.0
581,2002,Nov,9.6,2002-11,20 to 24 years,583,1431.0
582,2003,Nov,10.3,2003-11,20 to 24 years,584,1535.0
583,2004,Nov,9.1,2004-11,20 to 24 years,585,1388.0
584,2005,Nov,8.3,2005-11,20 to 24 years,586,1269.0
585,2006,Nov,8.5,2006-11,20 to 24 years,587,1296.0
586,2007,Nov,8.3,2007-11,20 to 24 years,588,1261.0
587,2008,Nov,11.2,2008-11,20 to 24 years,589,1700.0
588,2009,Nov,16.0,2009-11,20 to 24 years,590,2363.0
589,2010,Nov,16.1,2010-11,20 to 24 years,591,2445.0
590,2011,Nov,14.3,2011-11,20 to 24 years,592,2203.0
591,2012,Nov,12.9,2012-11,20 to 24 years,593,2007.0
592,2013,Nov,11.6,2013-11,20 to 24 years,594,1806.0
593,2014,Nov,10.8,2014-11,20 to 24 years,595,1702.0
594,2015,Nov,9.7,2015-11,20 to 24 years,596,1507.0
595,2016,Nov,8.3,2016-11,20 to 24 years,597,1268.0
596,2017,Nov,7.4,2017-11,20 to 24 years,598,1110.0
597,2018,Nov,6.7,2018-11,20 to 24 years,599,996.0
598,2019,Nov,6.5,2019-11,20 to 24 years,600,981.0
599,2020,Nov,10.7,2020-11,20 to 24 years,601,1580.0
600,2021,Nov,7.4,2021-11,20 to 24 years,602,1099.0
601,2022,Nov,6.8,2022-11,20 to 24 years,603,1011.0
602,1969,Dec,5.9,1969-12,20 to 24 years,605,596.0
603,1970,Dec,10.0,1970-12,20 to 24 years,606,1099.0
604,1971,Dec,9.9,1971-12,20 to 24 years,607,1164.0
605,1972,Dec,8.5,1972-12,20 to 24 years,608,1060.0
606,1973,Dec,7.7,1973-12,20 to 24 years,609,1012.0
607,1974,Dec,11.6,1974-12,20 to 24 years,610,1576.0
608,1975,Dec,12.9,1975-12,20 to 24 years,611,1795.0
609,1976,Dec,12.1,1976-12,20 to 24 years,612,1764.0
610,1977,Dec,10.1,1977-12,20 to 24 years,613,1518.0
611,1978,Dec,9.2,1978-12,20 to 24 years,614,1437.0
612,1979,Dec,10.0,1979-12,20 to 24 years,615,1586.0
613,1980,Dec,11.5,1980-12,20 to 24 years,616,1843.0
614,1981,Dec,13.5,1981-12,20 to 24 years,617,2172.0
615,1982,Dec,16.3,1982-12,20 to 24 years,618,2630.0
616,1983,Dec,12.4,1983-12,20 to 24 years,619,1972.0
617,1984,Dec,11.1,1984-12,20 to 24 years,620,1782.0
618,1985,Dec,10.7,1985-12,20 to 24 years,621,1675.0
619,1986,Dec,10.7,1986-12,20 to 24 years,622,1636.0
620,1987,Dec,8.5,1987-12,20 to 24 years,623,1248.0
621,1988,Dec,8.6,1988-12,20 to 24 years,624,1237.0
622,1989,Dec,8.8,1989-12,20 to 24 years,625,1207.0
623,1990,Dec,9.2,1990-12,20 to 24 years,626,1340.0
624,1991,Dec,11.8,1991-12,20 to 24 years,627,1707.0
625,1992,Dec,11.4,1992-12,20 to 24 years,628,1662.0
626,1993,Dec,9.8,1993-12,20 to 24 years,629,1387.0
627,1994,Dec,8.6,1994-12,20 to 24 years,630,1202.0
628,1995,Dec,9.2,1995-12,20 to 24 years,631,1229.0
629,1996,Dec,9.1,1996-12,20 to 24 years,632,1214.0
630,1997,Dec,8.5,1997-12,20 to 24 years,633,1163.0
631,1998,Dec,7.2,1998-12,20 to 24 years,634,975.0
632,1999,Dec,7.3,1999-12,20 to 24 years,635,1030.0
633,2000,Dec,7.0,2000-12,20 to 24 years,636,1010.0
634,2001,Dec,9.7,2001-12,20 to 24 years,637,1421.0
635,2002,Dec,9.8,2002-12,20 to 24 years,638,1454.0
636,2003,Dec,9.5,2003-12,20 to 24 years,639,1412.0
637,2004,Dec,8.8,2004-12,20 to 24 years,640,1340.0
638,2005,Dec,8.4,2005-12,20 to 24 years,641,1265.0
639,2006,Dec,7.8,2006-12,20 to 24 years,642,1197.0
640,2007,Dec,9.4,2007-12,20 to 24 years,643,1420.0
641,2008,Dec,12.3,2008-12,20 to 24 years,644,1886.0
642,2009,Dec,15.5,2009-12,20 to 24 years,645,2284.0
643,2010,Dec,15.1,2010-12,20 to 24 years,646,2263.0
644,2011,Dec,14.3,2011-12,20 to 24 years,647,2188.0
645,2012,Dec,13.8,2012-12,20 to 24 years,648,2155.0
646,2013,Dec,10.8,2013-12,20 to 24 years,649,1692.0
647,2014,Dec,10.5,2014-12,20 to 24 years,650,1623.0
648,2015,Dec,9.2,2015-12,20 to 24 years,651,1425.0
649,2016,Dec,8.2,2016-12,20 to 24 years,652,1261.0
650,2017,Dec,7.3,2017-12,20 to 24 years,653,1102.0
651,2018,Dec,7.4,2018-12,20 to 24 years,654,1114.0
652,2019,Dec,6.7,2019-12,20 to 24 years,655,1003.0
653,2020,Dec,11.3,2020-12,20 to 24 years,656,1662.0
654,2021,Dec,7.1,2021-12,20 to 24 years,657,1058.0
655,2022,Dec,7.3,2022-12,20 to 24 years,658,1085.0
656,1969,Jan,2.6,1969-01,25 to 34 years,0,423.0
657,1970,Jan,3.2,1970-01,25 to 34 years,1,539.0
658,1971,Jan,5.3,1971-01,25 to 34 years,2,911.0
659,1972,Jan,5.0,1972-01,25 to 34 years,3,907.0
660,1973,Jan,4.4,1973-01,25 to 34 years,4,861.0
661,1974,Jan,4.3,1974-01,25 to 34 years,5,917.0
662,1975,Jan,7.3,1975-01,25 to 34 years,6,1643.0
663,1976,Jan,7.1,1976-01,25 to 34 years,7,1672.0
664,1977,Jan,6.9,1977-01,25 to 34 years,8,1703.0
665,1978,Jan,5.7,1978-01,25 to 34 years,9,1477.0
666,1979,Jan,5.4,1979-01,25 to 34 years,10,1477.0
667,1980,Jan,5.6,1980-01,25 to 34 years,11,1616.0
668,1981,Jan,7.2,1981-01,25 to 34 years,12,2157.0
669,1982,Jan,8.3,1982-01,25 to 34 years,13,2552.0
670,1983,Jan,10.6,1983-01,25 to 34 years,14,3324.0
671,1984,Jan,8.0,1984-01,25 to 34 years,15,2583.0
672,1985,Jan,7.1,1985-01,25 to 34 years,16,2371.0
673,1986,Jan,6.3,1986-01,25 to 34 years,17,2173.0
674,1987,Jan,6.8,1987-01,25 to 34 years,18,2392.0
675,1988,Jan,5.6,1988-01,25 to 34 years,19,1985.0
676,1989,Jan,5.0,1989-01,25 to 34 years,20,1786.0
677,1990,Jan,5.1,1990-01,25 to 34 years,21,1864.0
678,1991,Jan,6.3,1991-01,25 to 34 years,22,2233.0
679,1992,Jan,7.4,1992-01,25 to 34 years,23,2638.0
680,1993,Jan,7.2,1993-01,25 to 34 years,24,2507.0
681,1994,Jan,6.5,1994-01,25 to 34 years,25,2247.0
682,1995,Jan,5.8,1995-01,25 to 34 years,26,1974.0
683,1996,Jan,5.5,1996-01,25 to 34 years,27,1856.0
684,1997,Jan,4.9,1997-01,25 to 34 years,28,1655.0
685,1998,Jan,4.2,1998-01,25 to 34 years,29,1405.0
686,1999,Jan,4.1,1999-01,25 to 34 years,30,1339.0
687,2000,Jan,3.6,2000-01,25 to 34 years,31,1184.0
688,2001,Jan,4.1,2001-01,25 to 34 years,32,1323.0
689,2002,Jan,5.8,2002-01,25 to 34 years,33,1872.0
690,2003,Jan,6.0,2003-01,25 to 34 years,34,1939.0
691,2004,Jan,5.8,2004-01,25 to 34 years,35,1872.0
692,2005,Jan,5.2,2005-01,25 to 34 years,36,1672.0
693,2006,Jan,4.6,2006-01,25 to 34 years,37,1505.0
694,2007,Jan,4.9,2007-01,25 to 34 years,38,1613.0
695,2008,Jan,5.1,2008-01,25 to 34 years,39,1683.0
696,2009,Jan,8.3,2009-01,25 to 34 years,40,2741.0
697,2010,Jan,10.0,2010-01,25 to 34 years,41,3354.0
698,2011,Jan,9.3,2011-01,25 to 34 years,42,3133.0
699,2012,Jan,9.0,2012-01,25 to 34 years,43,2988.0
700,2013,Jan,7.7,2013-01,25 to 34 years,44,2603.0
701,2014,Jan,6.8,2014-01,25 to 34 years,45,2309.0
702,2015,Jan,5.9,2015-01,25 to 34 years,46,2024.0
703,2016,Jan,5.0,2016-01,25 to 34 years,47,1762.0
704,2017,Jan,4.9,2017-01,25 to 34 years,48,1767.0
705,2018,Jan,4.2,2018-01,25 to 34 years,49,1537.0
706,2019,Jan,3.9,2019-01,25 to 34 years,50,1446.0
707,2020,Jan,3.7,2020-01,25 to 34 years,51,1410.0
708,2021,Jan,6.7,2021-01,25 to 34 years,52,2455.0
709,2022,Jan,4.3,2022-01,25 to 34 years,53,1566.0
710,2023,Jan,3.9,2023-01,25 to 34 years,54,1459.0
711,1969,Feb,2.6,1969-02,25 to 34 years,55,417.0
712,1970,Feb,3.5,1970-02,25 to 34 years,56,580.0
713,1971,Feb,5.2,1971-02,25 to 34 years,57,910.0
714,1972,Feb,4.8,1972-02,25 to 34 years,58,891.0
715,1973,Feb,4.2,1973-02,25 to 34 years,59,838.0
716,1974,Feb,4.4,1974-02,25 to 34 years,60,927.0
717,1975,Feb,7.4,1975-02,25 to 34 years,61,1645.0
718,1976,Feb,7.1,1976-02,25 to 34 years,62,1670.0
719,1977,Feb,6.9,1977-02,25 to 34 years,63,1725.0
720,1978,Feb,5.3,1978-02,25 to 34 years,64,1385.0
721,1979,Feb,5.4,1979-02,25 to 34 years,65,1482.0
722,1980,Feb,5.8,1980-02,25 to 34 years,66,1675.0
723,1981,Feb,7.0,1981-02,25 to 34 years,67,2087.0
724,1982,Feb,8.4,1982-02,25 to 34 years,68,2603.0
725,1983,Feb,10.6,1983-02,25 to 34 years,69,3319.0
726,1984,Feb,7.9,1984-02,25 to 34 years,70,2551.0
727,1985,Feb,7.0,1985-02,25 to 34 years,71,2329.0
728,1986,Feb,7.1,1986-02,25 to 34 years,72,2413.0
729,1987,Feb,6.5,1987-02,25 to 34 years,73,2276.0
730,1988,Feb,5.5,1988-02,25 to 34 years,74,1936.0
731,1989,Feb,5.0,1989-02,25 to 34 years,75,1791.0
732,1990,Feb,5.3,1990-02,25 to 34 years,76,1901.0
733,1991,Feb,6.6,1991-02,25 to 34 years,77,2348.0
734,1992,Feb,7.4,1992-02,25 to 34 years,78,2620.0
735,1993,Feb,7.1,1993-02,25 to 34 years,79,2466.0
736,1994,Feb,6.7,1994-02,25 to 34 years,80,2324.0
737,1995,Feb,5.2,1995-02,25 to 34 years,81,1777.0
738,1996,Feb,5.3,1996-02,25 to 34 years,82,1810.0
739,1997,Feb,5.1,1997-02,25 to 34 years,83,1696.0
740,1998,Feb,4.3,1998-02,25 to 34 years,84,1407.0
741,1999,Feb,4.2,1999-02,25 to 34 years,85,1360.0
742,2000,Feb,3.6,2000-02,25 to 34 years,86,1168.0
743,2001,Feb,4.0,2001-02,25 to 34 years,87,1289.0
744,2002,Feb,5.8,2002-02,25 to 34 years,88,1874.0
745,2003,Feb,5.8,2003-02,25 to 34 years,89,1878.0
746,2004,Feb,5.7,2004-02,25 to 34 years,90,1823.0
747,2005,Feb,5.2,2005-02,25 to 34 years,91,1690.0
748,2006,Feb,5.2,2006-02,25 to 34 years,92,1690.0
749,2007,Feb,4.9,2007-02,25 to 34 years,93,1609.0
750,2008,Feb,4.9,2008-02,25 to 34 years,94,1631.0
751,2009,Feb,9.1,2009-02,25 to 34 years,95,3021.0
752,2010,Feb,10.0,2010-02,25 to 34 years,96,3343.0
753,2011,Feb,9.5,2011-02,25 to 34 years,97,3176.0
754,2012,Feb,8.6,2012-02,25 to 34 years,98,2868.0
755,2013,Feb,7.7,2013-02,25 to 34 years,99,2600.0
756,2014,Feb,7.1,2014-02,25 to 34 years,100,2419.0
757,2015,Feb,5.4,2015-02,25 to 34 years,101,1864.0
758,2016,Feb,5.0,2016-02,25 to 34 years,102,1744.0
759,2017,Feb,4.7,2017-02,25 to 34 years,103,1705.0
760,2018,Feb,4.2,2018-02,25 to 34 years,104,1551.0
761,2019,Feb,4.0,2019-02,25 to 34 years,105,1481.0
762,2020,Feb,3.7,2020-02,25 to 34 years,106,1387.0
763,2021,Feb,6.4,2021-02,25 to 34 years,107,2322.0
764,2022,Feb,4.1,2022-02,25 to 34 years,108,1502.0
765,2023,Feb,3.9,2023-02,25 to 34 years,109,1447.0
766,1969,Mar,2.7,1969-03,25 to 34 years,110,429.0
767,1970,Mar,3.5,1970-03,25 to 34 years,111,596.0
768,1971,Mar,5.4,1971-03,25 to 34 years,112,949.0
769,1972,Mar,4.4,1972-03,25 to 34 years,113,825.0
770,1973,Mar,4.3,1973-03,25 to 34 years,114,850.0
771,1974,Mar,4.4,1974-03,25 to 34 years,115,928.0
772,1975,Mar,7.9,1975-03,25 to 34 years,116,1778.0
773,1976,Mar,6.7,1976-03,25 to 34 years,117,1596.0
774,1977,Mar,6.8,1977-03,25 to 34 years,118,1701.0
775,1978,Mar,5.5,1978-03,25 to 34 years,119,1461.0
776,1979,Mar,5.3,1979-03,25 to 34 years,120,1468.0
777,1980,Mar,6.2,1980-03,25 to 34 years,121,1792.0
778,1981,Mar,6.9,1981-03,25 to 34 years,122,2076.0
779,1982,Mar,8.9,1982-03,25 to 34 years,123,2745.0
780,1983,Mar,10.7,1983-03,25 to 34 years,124,3383.0
781,1984,Mar,7.8,1984-03,25 to 34 years,125,2526.0
782,1985,Mar,6.9,1985-03,25 to 34 years,126,2282.0
783,1986,Mar,7.0,1986-03,25 to 34 years,127,2414.0
784,1987,Mar,6.4,1987-03,25 to 34 years,128,2231.0
785,1988,Mar,5.5,1988-03,25 to 34 years,129,1963.0
786,1989,Mar,5.0,1989-03,25 to 34 years,130,1798.0
787,1990,Mar,5.2,1990-03,25 to 34 years,131,1882.0
788,1991,Mar,6.9,1991-03,25 to 34 years,132,2437.0
789,1992,Mar,7.6,1992-03,25 to 34 years,133,2676.0
790,1993,Mar,7.1,1993-03,25 to 34 years,134,2473.0
791,1994,Mar,6.5,1994-03,25 to 34 years,135,2245.0
792,1995,Mar,5.2,1995-03,25 to 34 years,136,1769.0
793,1996,Mar,5.3,1996-03,25 to 34 years,137,1790.0
794,1997,Mar,4.9,1997-03,25 to 34 years,138,1655.0
795,1998,Mar,4.7,1998-03,25 to 34 years,139,1553.0
796,1999,Mar,4.1,1999-03,25 to 34 years,140,1309.0
797,2000,Mar,3.7,2000-03,25 to 34 years,141,1218.0
798,2001,Mar,4.1,2001-03,25 to 34 years,142,1321.0
799,2002,Mar,5.8,2002-03,25 to 34 years,143,1865.0
800,2003,Mar,5.8,2003-03,25 to 34 years,144,1860.0
801,2004,Mar,5.8,2004-03,25 to 34 years,145,1875.0
802,2005,Mar,5.3,2005-03,25 to 34 years,146,1706.0
803,2006,Mar,4.8,2006-03,25 to 34 years,147,1558.0
804,2007,Mar,4.3,2007-03,25 to 34 years,148,1431.0
805,2008,Mar,5.3,2008-03,25 to 34 years,149,1782.0
806,2009,Mar,9.3,2009-03,25 to 34 years,150,3086.0
807,2010,Mar,10.2,2010-03,25 to 34 years,151,3433.0
808,2011,Mar,9.3,2011-03,25 to 34 years,152,3127.0
809,2012,Mar,8.7,2012-03,25 to 34 years,153,2908.0
810,2013,Mar,7.5,2013-03,25 to 34 years,154,2506.0
811,2014,Mar,6.9,2014-03,25 to 34 years,155,2339.0
812,2015,Mar,5.7,2015-03,25 to 34 years,156,1981.0
813,2016,Mar,5.2,2016-03,25 to 34 years,157,1824.0
814,2017,Mar,4.4,2017-03,25 to 34 years,158,1582.0
815,2018,Mar,4.0,2018-03,25 to 34 years,159,1452.0
816,2019,Mar,3.8,2019-03,25 to 34 years,160,1421.0
817,2020,Mar,4.1,2020-03,25 to 34 years,161,1533.0
818,2021,Mar,6.7,2021-03,25 to 34 years,162,2435.0
819,2022,Mar,3.9,2022-03,25 to 34 years,163,1447.0
820,2023,Mar,3.8,2023-03,25 to 34 years,164,1397.0
821,1969,Apr,2.7,1969-04,25 to 34 years,165,434.0
822,1970,Apr,3.9,1970-04,25 to 34 years,166,664.0
823,1971,Apr,5.2,1971-04,25 to 34 years,167,903.0
824,1972,Apr,4.7,1972-04,25 to 34 years,168,886.0
825,1973,Apr,4.2,1973-04,25 to 34 years,169,845.0
826,1974,Apr,4.7,1974-04,25 to 34 years,170,1001.0
827,1975,Apr,8.2,1975-04,25 to 34 years,171,1848.0
828,1976,Apr,6.6,1976-04,25 to 34 years,172,1589.0
829,1977,Apr,6.8,1977-04,25 to 34 years,173,1721.0
830,1978,Apr,5.4,1978-04,25 to 34 years,174,1422.0
831,1979,Apr,5.1,1979-04,25 to 34 years,175,1401.0
832,1980,Apr,7.0,1980-04,25 to 34 years,176,2027.0
833,1981,Apr,6.7,1981-04,25 to 34 years,177,2041.0
834,1982,Apr,9.3,1982-04,25 to 34 years,178,2884.0
835,1983,Apr,10.1,1983-04,25 to 34 years,179,3209.0
836,1984,Apr,7.6,1984-04,25 to 34 years,180,2462.0
837,1985,Apr,7.3,1985-04,25 to 34 years,181,2429.0
838,1986,Apr,7.1,1986-04,25 to 34 years,182,2432.0
839,1987,Apr,6.2,1987-04,25 to 34 years,183,2193.0
840,1988,Apr,5.3,1988-04,25 to 34 years,184,1865.0
841,1989,Apr,5.3,1989-04,25 to 34 years,185,1894.0
842,1990,Apr,5.3,1990-04,25 to 34 years,186,1899.0
843,1991,Apr,6.8,1991-04,25 to 34 years,187,2412.0
844,1992,Apr,7.6,1992-04,25 to 34 years,188,2716.0
845,1993,Apr,6.9,1993-04,25 to 34 years,189,2387.0
846,1994,Apr,6.5,1994-04,25 to 34 years,190,2238.0
847,1995,Apr,5.7,1995-04,25 to 34 years,191,1963.0
848,1996,Apr,5.4,1996-04,25 to 34 years,192,1807.0
849,1997,Apr,4.8,1997-04,25 to 34 years,193,1625.0
850,1998,Apr,4.1,1998-04,25 to 34 years,194,1344.0
